,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
3212,Yelahanka,1026.0,2.0,1.0,41.0,2.0,3996.1
3213,Other,1200.0,3.0,2.0,66.0,3.0,5500.0
3214,Other,2220.0,4.0,2.0,65.0,3.0,2927.93
3215,KR Puram,1070.0,2.0,0.0,51.22,2.0,4786.92
3216,Hebbal,1420.0,2.0,1.0,99.39,2.0,6999.3
3217,Sarjapur  Road,1888.0,4.0,1.0,95.0,3.0,5031.78
3218,JP Nagar,1300.0,2.0,1.0,90.87,2.0,6990.0
3219,Rajaji Nagar,1216.0,2.0,0.0,97.16,2.0,7990.13
3221,Begur,1559.0,3.0,2.0,63.0,3.0,4041.05
3222,Harlur,1290.0,2.0,1.0,87.0,2.0,6744.19
3224,Whitefield,905.0,1.0,1.0,55.0,1.0,6077.35
3225,Other,1069.0,2.0,2.0,55.0,2.0,5145.0
3226,Sarjapura - Attibele Road,829.0,2.0,1.0,22.8,2.0,2750.3
3229,Sarjapur  Road,1300.0,3.0,2.0,60.0,3.0,4615.38
3230,Channasandra,1115.0,2.0,1.0,33.45,2.0,3000.0
3232,Ambedkar Nagar,2150.0,4.0,2.0,125.0,3.0,5813.95
3233,Marathahalli,1305.0,2.0,1.0,69.0,3.0,5287.36
3234,Kanakpura Road,1252.0,2.0,1.0,56.32,2.0,4498.4
3236,Whitefield,1200.0,2.0,1.0,46.13,2.0,3844.17
3237,Koramangala,1750.0,3.0,1.0,130.0,3.0,7428.57
3238,Electronic City Phase II,545.0,1.0,1.0,35.0,2.0,6422.02
3239,Other,1375.0,2.0,1.0,105.0,2.0,7636.36
3240,Subramanyapura,1313.0,2.0,2.0,66.5,2.0,5064.74
3242,Other,1693.0,3.0,2.0,108.0,3.0,6379.21
3243,Other,1160.0,2.0,1.0,41.75,2.0,3599.14
3245,Subramanyapura,1255.0,2.0,2.0,79.0,3.0,6294.82
3246,KR Puram,1000.0,4.0,1.0,75.0,4.0,7500.0
3247,Other,900.0,2.0,1.0,45.0,2.0,5000.0
3248,Yelahanka New Town,1700.0,3.0,2.0,90.0,3.0,5294.12
3249,Indira Nagar,1875.0,3.0,1.0,180.0,3.0,9600.0
3250,Uttarahalli,1700.0,3.0,2.0,88.0,3.0,5176.47
3251,Harlur,1749.0,3.0,2.0,115.0,3.0,6575.19
3252,Dasanapura,1500.0,3.0,1.0,65.0,2.0,4333.33
3253,Other,1175.0,2.0,1.0,48.0,2.0,4085.11
3254,Akshaya Nagar,1280.0,2.0,1.0,60.0,2.0,4687.5
3255,Other,1200.0,2.0,2.0,50.0,2.0,4166.67
3256,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0,7142.86
3257,Electronic City,1070.0,2.0,1.0,46.0,2.0,4299.07
3258,TC Palaya,1200.0,2.0,0.0,66.0,2.0,5500.0
3259,9th Phase JP Nagar,1127.0,2.0,1.0,50.0,2.0,4436.56
3260,Indira Nagar,1210.0,2.0,1.0,102.0,2.0,8429.75
3261,Other,600.0,2.0,1.0,23.0,2.0,3833.33
3263,Other,1364.0,2.0,2.0,70.0,2.0,5131.96
3264,Whitefield,2268.0,3.0,0.0,146.0,4.0,6437.39
3265,Other,1150.0,2.0,2.0,77.5,3.0,6739.13
3266,Other,1146.0,2.0,1.0,39.5,2.0,3446.77
3267,Magadi Road,1345.0,2.0,2.0,55.0,2.0,4089.22
3268,Other,1110.0,2.0,2.0,41.0,2.0,3693.69
3269,Kengeri,750.0,2.0,1.0,36.0,2.0,4800.0
3270,Other,1156.0,2.0,2.0,49.5,2.0,4282.01
3271,Pattandur Agrahara,1247.0,2.0,1.0,59.8,2.0,4795.51
3272,Other,1058.0,2.0,2.0,60.0,2.0,5671.08
3273,Kaggalipura,950.0,2.0,1.0,48.0,2.0,5052.63
3274,Vasanthapura,420.0,2.0,0.0,35.0,2.0,8333.33
3276,Vijayanagar,1520.0,2.0,1.0,103.0,3.0,6776.32
3277,Marathahalli,1215.0,2.0,2.0,58.86,2.0,4844.44
3278,Other,900.0,1.0,1.0,30.0,1.0,3333.33
3279,Hennur Road,2350.0,3.0,2.0,174.0,3.0,7404.26
3280,Thanisandra,1050.0,2.0,2.0,46.0,2.0,4380.95
3281,Other,1672.0,3.0,2.0,150.0,3.0,8971.29
3283,Other,1500.0,2.0,2.0,65.0,3.0,4333.33
3284,Other,1400.0,2.0,2.0,65.0,2.0,4642.86
3287,Bommasandra,920.0,2.0,1.0,37.46,2.0,4071.74
3288,Sarjapur  Road,1200.0,3.0,2.0,70.0,3.0,5833.33
3290,Hosakerehalli,1817.0,4.0,2.0,153.0,3.0,8420.47
3292,HSR Layout,1140.0,2.0,2.0,46.0,2.0,4035.09
3294,Haralur Road,1464.0,2.0,2.0,56.0,2.0,3825.14
3295,Other,1468.0,3.0,2.0,130.0,2.0,8855.59
3296,Electronics City Phase 1,1555.0,2.0,1.0,82.0,3.0,5273.31
3298,Whitefield,1150.0,2.0,0.0,55.0,2.0,4782.61
3299,Kadubeesanahalli,970.0,2.0,1.0,35.0,2.0,3608.25
3301,Other,1166.0,2.0,1.0,53.0,2.0,4545.45
3303,Electronic City,1350.0,3.0,2.0,58.0,3.0,4296.3
3304,Other,900.0,2.0,3.0,46.0,2.0,5111.11
3305,7th Phase JP Nagar,1300.0,2.0,2.0,52.0,3.0,4000.0
3306,Other,1190.0,3.0,1.0,55.0,3.0,4621.85
3307,Kodichikkanahalli,1495.0,2.0,2.0,75.0,3.0,5016.72
3308,Indira Nagar,1224.0,2.0,2.0,105.0,2.0,8578.43
3309,Banashankari Stage III,1350.0,2.0,2.0,68.0,3.0,5037.04
3310,Green Glen Layout,940.0,2.0,1.0,56.8,2.0,6042.55
3311,Raja Rajeshwari Nagar,1100.0,2.0,1.0,55.0,2.0,5000.0
3312,Kaikondrahalli,1300.0,2.0,2.0,61.0,2.0,4692.31
3313,Other,1480.0,2.0,0.0,145.0,3.0,9797.3
3314,Hoodi,1105.0,2.0,2.0,46.37,2.0,4196.38
3316,Yelahanka,1517.0,3.0,2.0,76.3,3.0,5029.66
3318,Jalahalli,1615.0,3.0,2.0,89.75,3.0,5557.28
3319,Other,1500.0,3.0,2.0,65.0,3.0,4333.33
3320,Mysore Road,1082.0,3.0,1.0,50.5,3.0,4667.28
3321,Marathahalli,1365.0,2.0,2.0,73.0,2.0,5347.99
3322,Electronic City,1000.0,2.0,3.0,25.0,2.0,2500.0
3323,CV Raman Nagar,1392.0,2.0,1.0,98.0,2.0,7040.23
3324,Other,1086.0,2.0,1.0,33.66,2.0,3099.45
3325,Hennur Road,1586.0,3.0,3.0,93.94,3.0,5923.08
3326,Hennur,1100.0,2.0,1.0,60.0,2.0,5454.55
3327,Electronic City Phase II,1065.0,2.0,1.0,30.75,2.0,2887.32
3328,TC Palaya,1500.0,2.0,1.0,120.0,3.0,8000.0
3329,7th Phase JP Nagar,1575.0,2.0,2.0,120.0,3.0,7619.05
3330,Hennur Road,1975.0,3.0,3.0,123.0,3.0,6227.85
3331,Other,820.0,2.0,2.0,24.0,2.0,2926.83
3332,Gubbalala,1745.0,3.0,2.0,110.0,3.0,6303.72
3333,Nagarbhavi,1223.0,2.0,1.0,60.0,2.0,4905.97
3334,Ananth Nagar,1200.0,2.0,1.0,65.0,3.0,5416.67
3335,Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2.0,7500.0
3336,Binny Pete,665.0,1.0,1.0,46.08,1.0,6929.32
3337,Bharathi Nagar,1351.0,2.0,2.0,70.0,2.0,5181.35
3338,Hebbal,1355.0,3.0,1.0,83.87,3.0,6189.67
3340,Thanisandra,1588.0,3.0,1.0,75.55,3.0,4757.56
3341,Amruthahalli,900.0,2.0,1.0,60.0,2.0,6666.67
3344,Panathur,1370.0,2.0,2.0,75.0,3.0,5474.45
3345,Whitefield,1500.0,3.0,1.0,71.8,3.0,4786.67
3347,Kanakpura Road,1100.0,3.0,2.0,53.0,3.0,4818.18
3348,Hoodi,1247.0,2.0,0.0,53.0,2.0,4250.2
3349,Other,2000.0,3.0,2.0,200.0,3.0,10000.0
3350,Balagere,1020.07,2.0,1.0,68.38,2.0,6703.46
3351,Other,1033.0,2.0,2.0,32.0,3.0,3097.77
3352,Other,1460.0,2.0,3.0,73.0,3.0,5000.0
3353,Garudachar Palya,1150.0,2.0,2.0,52.8,2.0,4591.3
3355,Babusapalaya,1141.0,2.0,1.0,46.0,2.0,4031.55
3358,Hosa Road,1665.0,2.0,3.0,125.0,3.0,7507.51
3359,Kanakapura,1295.0,2.0,2.0,64.0,2.0,4942.08
3360,Haralur Road,1230.0,2.0,1.0,78.0,2.0,6341.46
3361,Other,1080.0,2.0,2.0,75.0,3.0,6944.44
3362,Kaggalipura,1000.0,2.0,1.0,60.0,2.0,6000.0
3364,Whitefield,613.0,1.0,0.0,32.79,1.0,5349.1
3365,Rayasandra,1708.0,3.0,2.0,75.0,3.0,4391.1
3366,Thanisandra,1697.0,3.0,2.0,115.0,3.0,6776.66
3368,Hosa Road,615.0,1.0,1.0,28.29,1.0,4600.0
3369,Banashankari,1350.0,2.0,0.0,83.0,3.0,6148.15
3370,Kanakpura Road,1430.0,2.0,2.0,66.4,3.0,4643.36
3371,Jalahalli,1083.0,2.0,1.0,32.49,2.0,3000.0
3372,Gottigere,1460.0,2.0,2.0,65.0,3.0,4452.05
3373,Babusapalaya,1084.0,2.0,1.0,58.0,2.0,5350.55
3374,Bommasandra,1035.0,2.0,1.0,41.43,2.0,4002.9
3376,Hosur Road,460.0,1.0,1.0,21.0,1.0,4565.22
3378,Whitefield,1285.0,2.0,2.0,55.9,2.0,4350.19
3380,Sarjapur,1200.0,3.0,2.0,78.0,3.0,6500.0
3381,Other,1070.0,2.0,1.0,35.0,2.0,3271.03
3382,Hegde Nagar,1801.0,3.0,2.0,140.0,3.0,7773.46
3383,Whitefield,1697.0,3.0,2.0,115.0,3.0,6776.66
3384,AECS Layout,1199.0,2.0,2.0,65.0,2.0,5421.18
3385,Iblur Village,2300.0,3.0,1.0,220.0,3.0,9565.22
3386,Mysore Road,1340.0,2.0,3.0,64.31,3.0,4799.25
3389,Other,1125.0,2.0,1.0,75.0,2.0,6666.67
3390,Anandapura,1200.0,2.0,1.0,67.0,2.0,5583.33
3391,Subramanyapura,1050.0,2.0,3.0,41.0,2.0,3904.76
3392,Nagarbhavi,956.0,2.0,1.0,49.0,2.0,5125.52
3393,Sarjapur,1000.0,2.0,2.0,30.0,2.0,3000.0
3394,Other,1596.0,3.0,0.0,95.0,3.0,5952.38
3396,Kanakpura Road,1296.0,2.0,3.0,89.06,2.0,6871.91
3398,Other,1639.0,3.0,3.0,123.0,3.0,7504.58
3399,Electronic City Phase II,1219.0,2.0,1.0,61.25,2.0,5024.61
3400,Uttarahalli,1200.0,3.0,1.0,50.0,3.0,4166.67
3401,Bannerghatta Road,1218.0,2.0,1.0,73.0,2.0,5993.43
3402,Other,920.0,2.0,3.0,37.0,2.0,4021.74
3404,2nd Phase Judicial Layout,525.0,1.0,1.0,26.0,1.0,4952.38
3405,Bannerghatta Road,1427.0,2.0,2.0,48.51,3.0,3399.44
3406,Kothannur,1270.0,3.0,2.0,45.0,3.0,3543.31
3407,Ramagondanahalli,920.0,2.0,3.0,65.0,2.0,7065.22
3410,Ramamurthy Nagar,1355.0,2.0,2.0,40.0,3.0,2952.03
3411,Lingadheeranahalli,1530.0,2.0,2.0,90.0,3.0,5882.35
3412,Other,1372.0,2.0,1.0,90.0,3.0,6559.77
3415,Jakkur,1950.0,3.0,2.0,131.0,3.0,6717.95
3416,Other,885.0,2.0,3.0,40.0,2.0,4519.77
3417,Yelahanka,600.0,2.0,2.0,27.0,2.0,4500.0
3420,Kanakpura Road,1339.0,2.0,2.0,62.0,2.0,4630.32
3421,Whitefield,1130.0,2.0,1.0,36.0,2.0,3185.84
3422,Uttarahalli,1085.0,2.0,2.0,43.0,2.0,3963.13
3423,Yeshwanthpur,1430.0,3.0,2.0,72.0,3.0,5034.97
3424,Bhoganhalli,1451.5,4.0,1.0,121.0,4.0,8336.2
3426,Other,1490.0,2.0,1.0,59.6,3.0,4000.0
3427,Other,1650.0,4.0,0.0,99.0,4.0,6000.0
3428,Bellandur,1286.0,2.0,2.0,57.0,2.0,4432.35
3429,Other,925.0,2.0,2.0,63.0,2.0,6810.81
3431,Haralur Road,1000.0,2.0,2.0,44.0,2.0,4400.0
3432,Whitefield,1215.0,2.0,2.0,39.0,2.0,3209.88
3433,Other,1200.0,3.0,1.0,95.0,4.0,7916.67
3434,Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2.0,7485.03
3435,Yeshwanthpur,673.0,1.0,1.0,36.85,1.0,5475.48
3436,Anandapura,1200.0,2.0,1.0,58.0,2.0,4833.33
3438,Malleshwaram,1600.0,3.0,3.0,160.0,3.0,10000.0
3439,Other,1200.0,2.0,0.0,79.0,2.0,6583.33
3443,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2.0,5686.79
3444,Kanakpura Road,1470.0,2.0,2.0,61.74,2.0,4200.0
3445,Other,1584.0,3.0,2.0,145.0,4.0,9154.04
3446,Marathahalli,1785.0,3.0,2.0,94.0,3.0,5266.11
3448,Kothanur,1460.0,3.0,3.0,71.0,3.0,4863.01
3449,Kasturi Nagar,1500.0,2.0,3.0,80.0,3.0,5333.33
3452,Chikkalasandra,1230.0,2.0,2.0,48.0,2.0,3902.44
3453,Yelahanka New Town,650.0,1.0,1.0,20.0,1.0,3076.92
3454,Other,1480.0,2.0,2.0,120.0,2.0,8108.11
3455,Thanisandra,1220.0,2.0,1.0,43.92,2.0,3600.0
3456,Other,1570.0,3.0,1.0,115.0,3.0,7324.84
3458,Mallasandra,1665.0,3.0,2.0,86.91,3.0,5219.82
3461,Ramamurthy Nagar,1100.0,2.0,0.0,68.0,2.0,6181.82
3462,Kathriguppe,1350.0,2.0,1.0,87.01,3.0,6445.19
3463,Kasavanhalli,1719.0,3.0,2.0,116.0,3.0,6748.11
3464,Budigere,664.0,1.0,1.0,35.0,1.0,5271.08
3465,Sonnenahalli,1011.0,2.0,1.0,50.53,2.0,4998.02
3467,Other,1680.0,3.0,2.0,85.0,3.0,5059.52
3468,Yeshwanthpur,704.0,2.0,0.0,49.475,2.0,7027.7
3470,Whitefield,1520.0,2.0,2.0,150.0,3.0,9868.42
3471,Uttarahalli,1350.0,2.0,2.0,53.0,3.0,3925.93
3472,Kothanur,1760.0,3.0,2.0,150.0,3.0,8522.73
3473,Pattandur Agrahara,875.0,2.0,1.0,33.0,2.0,3771.43
3474,Hennur,1231.0,2.0,2.0,48.0,2.0,3899.27
3475,Somasundara Palya,1174.0,2.0,3.0,74.0,2.0,6303.24
3476,Munnekollal,1560.0,3.0,3.0,75.0,3.0,4807.69
3477,Other,1464.0,2.0,2.0,56.0,2.0,3825.14
3478,Kanakpura Road,2200.0,3.0,2.0,130.0,3.0,5909.09
3479,Shivaji Nagar,850.0,2.0,2.0,55.0,2.0,6470.59
3481,1st Phase JP Nagar,2024.0,3.0,2.0,157.0,3.0,7756.92
3485,Devanahalli,1080.0,2.0,1.0,44.0,2.0,4074.07
3487,Electronic City,1020.0,2.0,1.0,29.46,2.0,2888.24
3488,Begur Road,1500.0,2.0,3.0,55.0,3.0,3666.67
3491,Uttarahalli,1175.0,2.0,1.0,47.0,2.0,4000.0
3492,Channasandra,1030.0,2.0,1.0,34.5,2.0,3349.51
3493,Hebbal,1440.0,2.0,1.0,115.0,2.0,7986.11
3494,Hoodi,1500.0,2.0,1.0,84.0,2.0,5600.0
3495,Thanisandra,1380.0,1.0,1.0,62.1,1.0,4500.0
3496,Other,1200.0,2.0,3.0,50.0,2.0,4166.67
3497,Other,705.0,1.0,2.0,36.5,1.0,5177.3
3499,Hegde Nagar,1584.01,3.0,1.0,103.0,3.0,6502.48
3500,Other,1340.0,3.0,3.0,77.0,3.0,5746.27
3501,Other,1800.0,3.0,2.0,70.0,3.0,3888.89
3502,R.T. Nagar,1200.0,2.0,3.0,45.0,2.0,3750.0
3503,Sarjapur  Road,685.0,1.0,1.0,40.0,1.0,5839.42
3504,Other,925.0,2.0,3.0,42.0,2.0,4540.54
3505,Other,1230.0,2.0,2.0,57.0,2.0,4634.15
3507,Kodichikkanahalli,1125.0,2.0,1.0,52.0,2.0,4622.22
3508,Hebbal,1100.0,2.0,1.0,54.0,2.0,4909.09
3510,Electronic City Phase II,1400.0,2.0,2.0,41.58,3.0,2970.0
3512,Jakkur,1858.0,3.0,1.0,98.3,3.0,5290.64
3513,Other,1260.0,1.0,1.0,41.0,1.0,3253.97
3515,HSR Layout,1185.0,2.0,2.0,60.0,2.0,5063.29
3517,Hennur,1255.0,2.0,1.0,58.0,2.0,4621.51
3519,Kudlu Gate,1335.0,3.0,2.0,89.0,3.0,6666.67
3520,Dodda Nekkundi,1999.0,3.0,2.0,132.0,3.0,6603.3
3522,Kundalahalli,1397.0,3.0,2.0,110.0,3.0,7874.02
3526,Other,1616.0,3.0,0.0,95.0,3.0,5878.71
3529,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2.0,3381.58
3530,Kanakpura Road,525.0,1.0,1.0,30.0,1.0,5714.29
3531,Varthur,1200.0,2.0,1.0,98.0,3.0,8166.67
3533,Balagere,1205.47,2.0,1.0,81.0,2.0,6719.37
3535,Electronic City,1700.0,3.0,2.0,75.0,3.0,4411.76
3537,Kanakpura Road,1090.0,2.0,1.0,54.54,2.0,5003.67
3540,Thanisandra,923.0,1.0,1.0,60.84,1.0,6591.55
3542,Green Glen Layout,1050.0,2.0,2.0,48.0,2.0,4571.43
3543,Whitefield,1495.0,2.0,2.0,79.5,2.0,5317.73
3544,Hennur Road,1482.0,2.0,2.0,93.865,3.0,6333.67
3545,Other,1485.0,3.0,2.0,85.0,3.0,5723.91
3546,Dommasandra,1033.0,2.0,2.0,31.5,3.0,3049.37
3547,Electronic City,1400.0,2.0,1.0,48.0,3.0,3428.57
3549,Sarjapur  Road,944.0,2.0,1.0,35.0,2.0,3707.63
3551,Whitefield,1216.0,2.0,1.0,66.48,2.0,5467.11
3552,Other,1100.0,2.0,1.0,39.5,2.0,3590.91
3553,Thanisandra,1743.0,3.0,2.0,93.25,3.0,5349.97
3554,Yelahanka,1274.0,2.0,2.0,48.42,2.0,3800.63
3556,Mysore Road,1512.0,2.0,2.0,110.0,3.0,7275.13
3558,Cox Town,1650.0,3.0,3.0,100.0,3.0,6060.61
3559,Doddathoguru,1875.0,3.0,1.0,55.0,3.0,2933.33
3560,Whitefield,1350.0,3.0,2.0,54.0,3.0,4000.0
3561,Other,1219.0,2.0,2.0,40.0,2.0,3281.38
3564,Hormavu,1141.0,2.0,1.0,44.4,2.0,3891.32
3565,Anandapura,1151.0,2.0,1.0,43.1,2.0,3744.57
3566,Other,832.0,3.0,1.0,77.0,3.0,9254.81
3567,Sarjapur  Road,915.0,2.0,1.0,38.0,2.0,4153.01
3569,Bannerghatta Road,1115.0,2.0,1.0,65.12,2.0,5840.36
3570,Thigalarapalya,2072.0,4.0,2.0,139.0,3.0,6708.49
3571,Kaggadasapura,1200.0,2.0,2.0,53.0,2.0,4416.67
3572,Singasandra,1300.0,2.0,2.0,65.0,2.0,5000.0
3573,Bellandur,1457.0,2.0,2.0,85.0,2.0,5833.91
3574,Kannamangala,1262.0,2.0,2.0,55.0,2.0,4358.16
3576,Ananth Nagar,900.0,2.0,2.0,22.5,2.0,2500.0
3577,Attibele,420.0,1.0,1.0,17.0,1.0,4047.62
3578,Kanakapura,1160.0,2.0,1.0,46.39,2.0,3999.14
3579,Kasavanhalli,1115.0,2.0,2.0,50.0,2.0,4484.3
3580,JP Nagar,1315.0,2.0,1.0,85.4,3.0,6494.3
3581,Babusapalaya,1500.0,2.0,2.0,57.0,2.0,3800.0
3582,HSR Layout,1127.0,2.0,1.0,68.0,2.0,6033.72
3583,Kundalahalli,1397.0,3.0,2.0,104.0,3.0,7444.52
3584,Whitefield,1173.0,2.0,1.0,60.0,2.0,5115.09
3585,Sompura,1090.0,2.0,2.0,28.0,2.0,2568.81
3587,Jakkur,1230.0,2.0,1.0,76.0,2.0,6178.86
3589,Sarjapur  Road,858.0,2.0,1.0,31.57,2.0,3679.49
3590,Talaghattapura,1868.0,3.0,1.0,121.0,3.0,6477.52
3591,Uttarahalli,1689.28,3.0,2.0,91.2,3.0,5398.75
3593,Banashankari,1425.0,3.0,3.0,49.88,3.0,3500.35
3595,Other,1350.0,2.0,1.0,100.0,2.0,7407.41
3597,Uttarahalli,1310.0,2.0,1.0,85.0,3.0,6488.55
3599,Other,970.0,2.0,1.0,40.0,2.0,4123.71
3600,Kundalahalli,1397.0,3.0,3.0,108.0,3.0,7730.85
3601,Sarjapur,1157.0,2.0,1.0,40.0,2.0,3457.22
3602,Kasavanhalli,1125.0,2.0,1.0,61.2,2.0,5440.0
3603,Sonnenahalli,1157.0,2.0,1.0,42.0,2.0,3630.08
3604,Sarjapur  Road,1241.0,2.0,1.0,82.0,2.0,6607.57
3605,Binny Pete,660.0,1.0,1.0,62.0,1.0,9393.94
3607,Other,2340.0,4.0,1.0,148.0,4.0,6324.79
3608,Other,596.0,1.0,1.0,42.0,1.0,7046.98
3610,Other,1200.0,4.0,3.0,110.0,4.0,9166.67
3611,Other,1910.0,3.0,1.0,190.0,3.0,9947.64
3612,Brookefield,1139.0,2.0,2.0,80.0,2.0,7023.71
3614,Sarjapura - Attibele Road,1033.0,2.0,2.0,28.41,2.0,2750.24
3615,Yeshwanthpur,1168.0,2.0,2.0,64.08,2.0,5486.3
3616,Chandapura,877.0,2.0,3.0,42.0,2.0,4789.05
3617,Electronics City Phase 1,1340.0,2.0,2.0,75.0,2.0,5597.01
3618,Other,1405.0,2.0,2.0,70.0,3.0,4982.21
3619,Other,1800.0,3.0,3.0,65.0,3.0,3611.11
3620,Other,1750.0,3.0,3.0,149.0,3.0,8514.29
3621,Other,1360.0,2.0,1.0,65.0,3.0,4779.41
3623,Other,985.0,2.0,1.0,63.0,2.0,6395.94
3624,Other,1300.0,2.0,1.0,129.0,2.0,9923.08
3625,7th Phase JP Nagar,1850.0,3.0,2.0,150.0,3.0,8108.11
3626,Other,1490.0,2.0,3.0,88.0,3.0,5906.04
3627,Other,620.0,1.0,1.0,25.0,2.0,4032.26
3628,Hormavu,1130.0,2.0,1.0,42.3,2.0,3743.36
3629,Yelachenahalli,1080.0,2.0,2.0,55.0,2.0,5092.59
3631,Begur Road,1410.0,2.0,3.0,52.17,3.0,3700.0
3632,Bommanahalli,1375.0,3.0,2.0,59.0,3.0,4290.91
3633,Hennur Road,1290.0,2.0,1.0,94.5,3.0,7325.58
3634,Hosa Road,1318.0,2.0,1.0,85.28,3.0,6470.41
3635,Electronic City,1128.0,2.0,1.0,68.0,2.0,6028.37
3637,Kanakpura Road,1051.0,2.0,2.0,56.74,2.0,5398.67
3640,Yelahanka,1327.0,2.0,3.0,85.0,2.0,6405.43
3642,Other,1301.0,2.0,2.0,55.0,2.0,4227.52
3643,Other,650.0,1.0,0.0,30.0,1.0,4615.38
3644,Varthur,1200.0,3.0,1.0,67.75,3.0,5645.83
3645,Other,1500.0,2.0,2.0,89.99,3.0,5999.33
3648,Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0,2888.0
3649,Sarjapur  Road,984.0,2.0,1.0,45.91,2.0,4665.65
3650,Jakkur,1819.18,3.0,1.0,160.0,3.0,8795.17
3652,Hebbal,1355.0,3.0,1.0,83.87,3.0,6189.67
3655,Kaggadasapura,1118.0,2.0,0.0,30.0,2.0,2683.36
3656,Other,910.0,1.0,1.0,42.0,1.0,4615.38
3657,Other,1250.0,3.0,2.0,39.0,3.0,3120.0
3658,Hosakerehalli,1304.0,2.0,3.0,100.0,2.0,7668.71
3659,Begur Road,1615.0,3.0,2.0,58.0,3.0,3591.33
3660,Sarjapur  Road,1400.0,2.0,2.0,68.0,2.0,4857.14
3661,CV Raman Nagar,1070.0,2.0,2.0,47.5,2.0,4439.25
3663,Hoodi,1132.0,2.0,1.0,89.37,2.0,7894.88
3664,Other,2000.0,3.0,2.0,85.0,3.0,4250.0
3666,Sector 2 HSR Layout,794.0,1.0,2.0,65.0,1.0,8186.4
3667,Raja Rajeshwari Nagar,1090.0,2.0,2.0,43.59,2.0,3999.08
3668,Gottigere,1500.0,3.0,2.0,70.0,3.0,4666.67
3670,Kanakpura Road,525.0,1.0,1.0,30.0,1.0,5714.29
3671,Bhoganhalli,1447.0,2.0,1.0,75.97,2.0,5250.17
3672,Whitefield,1269.0,2.0,1.0,75.0,2.0,5910.17
3674,Kanakpura Road,1070.0,2.0,2.0,37.45,2.0,3500.0
3675,Talaghattapura,1150.0,2.0,0.0,28.0,2.0,2434.78
3676,Marathahalli,1208.0,2.0,2.0,70.0,2.0,5794.7
3677,Ramamurthy Nagar,1185.0,2.0,1.0,45.5,2.0,3839.66
3679,Anekal,888.0,2.0,1.0,34.0,2.0,3828.83
3680,Chandapura,1015.0,2.0,2.0,25.88,2.0,2549.75
3681,Other,532.0,1.0,1.0,22.49,1.0,4227.44
3682,Other,1060.0,3.0,1.0,62.0,3.0,5849.06
3683,Electronic City,700.0,1.0,1.0,35.0,1.0,5000.0
3684,Other,902.0,2.0,2.0,42.0,2.0,4656.32
3686,Uttarahalli,1175.0,2.0,1.0,47.0,2.0,4000.0
3687,Binny Pete,1365.0,2.0,1.0,122.0,2.0,8937.73
3688,Doddathoguru,984.0,2.0,1.0,51.0,2.0,5182.93
3690,Jalahalli East,1475.0,3.0,2.0,96.0,3.0,6508.47
3691,Haralur Road,1300.0,2.0,2.0,79.0,2.0,6076.92
3693,Babusapalaya,1453.0,2.0,2.0,43.59,3.0,3000.0
3695,Akshaya Nagar,1666.0,3.0,2.0,95.0,3.0,5702.28
3698,Murugeshpalya,1845.0,3.0,3.0,91.0,3.0,4932.25
3699,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3.0,3102.63
3700,Uttarahalli,1137.0,2.0,1.0,63.0,2.0,5540.9
3701,Electronic City,1360.0,2.0,1.0,70.5,3.0,5183.82
3702,Other,1374.0,2.0,2.0,70.0,3.0,5094.61
3703,Other,1700.0,3.0,2.0,155.0,3.0,9117.65
3705,Other,2145.0,4.0,2.0,125.0,4.0,5827.51
3707,Kasavanhalli,2170.0,3.0,2.0,151.0,3.0,6958.53
3708,Other,1080.0,2.0,1.0,55.0,2.0,5092.59
3709,Electronic City Phase II,1790.0,3.0,3.0,100.0,3.0,5586.59
3710,Doddathoguru,550.0,1.0,1.0,17.0,1.0,3090.91
3711,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3.0,3999.21
3712,Somasundara Palya,1033.0,2.0,2.0,48.0,2.0,4646.66
3713,Other,1000.0,2.0,1.0,80.0,2.0,8000.0
3715,Other,1240.0,2.0,2.0,52.6,2.0,4241.94
3717,Kambipura,883.0,2.0,1.0,39.0,2.0,4416.76
3718,Other,1500.0,2.0,0.0,97.0,3.0,6466.67
3719,Marathahalli,1730.0,3.0,3.0,139.0,3.0,8034.68
3720,Kasavanhalli,1915.0,3.0,3.0,80.0,3.0,4177.55
3721,Whitefield,1545.0,3.0,2.0,79.0,3.0,5113.27
3722,Other,1865.0,4.0,2.0,140.0,3.0,7506.7
3723,Hebbal Kempapura,1150.0,2.0,2.0,40.0,2.0,3478.26
3724,Other,1200.0,2.0,2.0,49.0,2.0,4083.33
3725,Kengeri,963.0,2.0,2.0,40.0,2.0,4153.69
3726,Marsur,1200.0,3.0,1.0,120.0,3.0,10000.0
3728,Kaikondrahalli,1700.0,4.0,2.0,108.0,4.0,6352.94
3729,Lingadheeranahalli,1682.0,3.0,1.0,120.0,3.0,7134.36
3730,Yelahanka,1371.0,2.0,2.0,65.0,3.0,4741.06
